headline,snippet,web_url,lead_paragraph
{u'main': u'World Briefing | Americas: Canada: Making Kyoto Pact Official'},"Canada formally ratified the Kyoto Protocol, the climate treaty rejected last year by the Bush administration but accepted by almost all other industrial powers. The treaty, once enacted, will require participating industrialized countries by 2012...",https://www.nytimes.com/2002/12/18/world/world-briefing-americas-canada-making-kyoto-pact-official.html,"Canada formally ratified the Kyoto Protocol, the climate treaty rejected last year by the Bush administration but accepted by almost all other industrial powers. The treaty, once enacted, will require participating industrialized countries by 2012 to reduce emissions of heat-trapping greenhouse gases below levels measured in 1990. Canadians voiced strong support for the treaty in opinion polls, but provinces with significant reserves of coal and oil, notably Alberta, opposed it. Those fuels are the dominant source of carbon dioxide, the main greenhouse gas. Andrew C. Revkin (NYT)"
"{u'main': u'Justin Trudeau, Canadian Prime Minister, Making Rare Official Visit', u'print_headline': u'Canadian Leader Making Rare State Visit'}",The first state visit by a Canadian leader in 19 years was made possible in part by new pledges of cooperation on combating climate change....,https://www.nytimes.com/2016/03/10/us/politics/canada-leader-justin-tredeau-obama-visit.html,The first state visit by a Canadian leader in 19 years was made possible in part by new pledges of cooperation on combating climate change.
"{u'main': u'Dry Winter and Warm Spring Set Stage for Wildfire in Canada', u'print_headline': u'Early Spring and El Ni\xf1o Fuel Inferno in Canada'}","El Niño played a role in the Fort McMurray fire in Alberta, scientists say, by creating conditions in which vegetation can ignite more readily....",https://www.nytimes.com/2016/05/06/science/dry-winter-and-warm-spring-set-stage-for-canadian-inferno.html,"El Niño played a role in the Fort McMurray fire in Alberta, scientists say, by creating conditions in which vegetation can ignite more readily."
"{u'main': u'Canada Wonders, if U.S. Balks, Is Carbon Pricing Still the Answer?', u'print_headline': u'Eye on Trump, Canada Debates Carbon Pricing'}",Donald J. Trump’s stance on climate change has ignited a debate over a plan by Prime Minister Justin Trudeau to reduce carbon emissions by putting a price on them....,https://www.nytimes.com/2016/12/08/world/canada/canada-carbon-pricing-environment-energy.html,Donald J. Trump’s stance on climate change has ignited a debate over a plan by Prime Minister Justin Trudeau to reduce carbon emissions by putting a price on them.
"{u'main': u'In Canada, Pipeline Remarks Stir Analysis', u'print_headline': u'In Canada, Pipeline Remarks Stir Analysis'}","President Obama, in Canada, says the Keystone XL pipeline would be built only if carbon pollution would not increase....",https://www.nytimes.com/2013/06/27/business/energy-environment/in-canada-pipeline-remarks-stir-analysis.html,"President Obama, in Canada, says the Keystone XL pipeline would be built only if carbon pollution would not increase."
"{u'main': u'First Carbon Capture Plant Opens in Canada', u'print_headline': u'Plant to Capture Carbon Opens in Western Canada'}",The world’s first large-scale project to capture the greenhouse gas carbon dioxide from a coal-burning power plant opened on Wednesday in Saskatchewan....,https://www.nytimes.com/2014/10/03/science/first-carbon-capture-plant-opens-in-canada.html,The world’s first large-scale project to capture the greenhouse gas carbon dioxide from a coal-burning power plant opened on Wednesday in Saskatchewan.
"{u'main': u'Canada: Pledge Sent to U.N. to Reduce Greenhouse Gas Emissions by 2030', u'print_headline': u'The Americas; Canada: Pledge Sent to U.N. to Reduce Greenhouse Gas Emissions by 2030', u'content_kicker': u'World Briefing'}",Prime Minister Stephen Harper’s government said Friday that Canada would reduce greenhouse gas emissions by 30 percent below 2005 levels by 2030....,https://www.nytimes.com/2015/05/16/world/americas/canada-pledge-sent-to-un-to-reduce-greenhouse-gas-emissions-by-2030.html,Prime Minister Stephen Harper’s government said Friday that Canada would reduce greenhouse gas emissions by 30 percent below 2005 levels by 2030.
"{u'main': u'Canada\u2019s Trudeau Steps Up on Climate Change', u'kicker': u'Editorial', u'print_headline': u'Canada Steps Up on Climate Change', u'content_kicker': u'Editorial'}","The prime minister’s plan to put a price on carbon emissions is a significant environmental step, and leaves provinces with choices on how to carry it out....",https://www.nytimes.com/2016/10/07/opinion/canadas-trudeau-steps-up-on-climate-change.html,"The prime minister’s plan to put a price on carbon emissions is a significant environmental step, and leaves provinces with choices on how to carry it out."
{u'main': u'Canada Reinforces Its Disputed Claims in the Arctic'},"Hundreds of Canadian troops were all around. Helicopters swooped over the tin roofs of this isolated hamlet. A navy frigate and coast guard icebreaker were moored and readied in a nearby fjord. Across the bay, Master Cpl. Carl Gale was doing his p...",https://www.nytimes.com/2004/08/29/world/canada-reinforces-its-disputed-claims-in-the-arctic.html,"Hundreds of Canadian troops were all around. Helicopters swooped over the tin roofs of this isolated hamlet. A navy frigate and coast guard icebreaker were moored and readied in a nearby fjord. Across the bay, Master Cpl. Carl Gale was doing his part, too, as he introduced himself to an Eskimo family out picking wild blueberries. ''I suppose you know we are up here for training,'' he told Aluki Metuq, 31, and her four children, and then asked if they had seen any of the mock satellite debris his unit was hunting for. They had not. But the troops and their Eskimo Ranger guides gathered in a field of flowering moss anyway to join them for a snack of berries and a friendly chat before the patrol resumed."
"{u'seo': u'Despite Mild Winter and Few Hunters, Seal Pups Face Threats', u'main': u'Despite Few Hunters, Seal Pups Face Threats', u'print_headline': u'Mild Winter Saves Canadian Seal Pups From Hunters, but Brings Other Dangers'}","The same warm weather that has kept hunters’ boats in harbors has also reduced the amount of ice, a main habitat for harp seals....",https://www.nytimes.com/2010/04/02/world/americas/02seal.html,"The same warm weather that has kept hunters’ boats in harbors has also reduced the amount of ice, a main habitat for harp seals."
"{u'main': u'Canada\u2019s New Leadership Reverses Course on Climate Change', u'print_headline': u' New Leadership Quickly Reverses Canada&#8217;s Position on Climate Change '}","The new prime minister, Justin Trudeau, has moved climate-change policy to the top of the country’s political agenda after it spent nearly a decade as an afterthought....",https://www.nytimes.com/2015/11/27/world/americas/canadas-new-leadership-reverses-course-on-climate-change.html,"The new prime minister, Justin Trudeau, has moved climate-change policy to the top of the country’s political agenda after it spent nearly a decade as an afterthought."
"{u'main': u'Canada Is Slow to Act on Emissions, Audit Warns', u'kicker': u'green'}","The government has not undertaken the kinds of analyses that would be needed to reduce emissions sector by sector, the environment commissioner warns....",https://green.blogs.nytimes.com/2012/05/08/report-upbraids-canadian-government-on-emissions/,
"{u'main': u'Obama, Justin Trudeau and Enrique Pe\xf1a Nieto Focus on Climate, Both Political and Global', u'print_headline': u'Canada Summit Meeting Focuses on Climate, Both Political and Global'}","The three North American leaders met in Ottawa, focusing on climate change and the ripples from Britain’s vote, and disavowed nativist political currents....",https://www.nytimes.com/2016/06/30/world/americas/obama-justin-trudeau-canada-mexico.html,"The three North American leaders met in Ottawa, focusing on climate change and the ripples from Britain’s vote, and disavowed nativist political currents."
"{u'main': u'On Keystone and Climate, Bloomberg Presses Obama to Negotiate with Canada Instead of Congress', u'kicker': u'Dot Earth'}",Former Mayor Bloomberg presses Obama to bypass Keystone gridlock by seeking climate progress in Canada....,https://dotearth.blogs.nytimes.com/2015/02/25/on-keystone-and-climate-bloomberg-presses-obama-to-negotiate-with-canada-instead-of-congress/,
"{u'main': u'Is Canada Tarring Itself?', u'kicker': u'Op-Ed Contributor', u'print_headline': u'Is Canada Tarring Itself?', u'content_kicker': u'Op-Ed Contributor'}",Oil development is changing the country’s political life....,https://www.nytimes.com/2014/03/31/opinion/is-canada-tarring-itself.html,Oil development is changing the country’s political life.
"{u'main': u'Canada Determined to Diversify Despite Keystone XL Approval', u'print_headline': u'Canada Determined to Diversify Despite Keystone XL Approval'}","Canada's natural resource minister said Saturday his government is happy the Keystone XL pipeline has finally been approved by the White House, but he noted that obstacles remain and said Canada remains determined to diversify its oil exports beyo...",https://www.nytimes.com/aponline/2017/03/25/world/ap-cn-canada-pipeline.html,"Canada's natural resource minister said Saturday his government is happy the Keystone XL pipeline has finally been approved by the White House, but he noted that obstacles remain and said Canada remains determined to diversify its oil exports beyond the United States."
"{u'main': u'Canada Debates Emissions', u'print_headline': u'Canada Debates Emissions'}",Canada’s Parliament urged the minority Conservative government to stick to emissions targets laid out by the Kyoto protocol....,https://www.nytimes.com/2007/02/06/world/americas/06canada.html,Canada’s Parliament urged the minority Conservative government to stick to emissions targets laid out by the Kyoto protocol.
"{u'main': u'US, Canada Broker Agreement to Share Dwindling Cod Fishing', u'print_headline': u'US, Canada Broker Agreement to Share Dwindling Cod Fishing'}",The United States and Canada have brokered a deal to share what's left of the dwindling North American cod fishing business in the Atlantic next year....,https://www.nytimes.com/aponline/2016/09/21/us/ap-us-cod-fishing.html,The United States and Canada have brokered a deal to share what's left of the dwindling North American cod fishing business in the Atlantic next year.
"{u'main': u'Canada to Patrol Arctic Ocean to Press Claim of Sovereignty', u'print_headline': u'Canada to Patrol Arctic Ocean To Press Claim Of Sovereignty'}",Prime Minister Stephen Harper backed away on Monday from an election pledge for navy icebreakers that would ply the waters of the Northwest Passage all year....,https://www.nytimes.com/2007/07/10/world/americas/10canada.html,Prime Minister Stephen Harper backed away on Monday from an election pledge for navy icebreakers that would ply the waters of the Northwest Passage all year.
"{u'main': u'When Canadian Scientists Were Muzzled by Their Government', u'kicker': u'Op-Ed Contributor', u'print_headline': u'When Canada Muzzled Science', u'content_kicker': u'Op-Ed Contributor'}",American scientists should learn from their northern neighbors. Reject interference. Stay vigilant. Stay scientists....,https://www.nytimes.com/2017/02/14/opinion/when-canadian-scientists-were-muzzled-by-their-government.html,American scientists should learn from their northern neighbors. Reject interference. Stay vigilant. Stay scientists.
{u'main': u'CAMPBELL CAPTURES CANADIAN AMATEUR; Seattle Youth Becomes Second U.S. Golfer in 38 Years to Hold the Title.'},Wins Canadian amateur championship...,https://query.nytimes.com/gst/abstract.html?res=9F02E5DF163DE333A25755C1A9619C946294D6CF,
{u'main': u'CANADIAN VETERANS OF 1812.'},Distributing Pensions Among...,https://query.nytimes.com/gst/abstract.html?res=9E01E6DA133BEF34BC4F52DFB667838E669FDE,
"{u'main': u""Canada to Tell World It's Serious About Climate Change, Says PM"", u'print_headline': u""Canada to Tell World It's Serious About Climate Change, Says PM""}","Canada will tell a green summit next week that it is finally ready to tackle climate change, Prime Minister Justin Trudeau said on Monday after a meeting with the country's provinces to work out a national strategy....",https://www.nytimes.com/reuters/2015/11/23/world/americas/23reuters-climatechange-summit-canada.html,"Canada will tell a green summit next week that it is finally ready to tackle climate change, Prime Minister Justin Trudeau said on Monday after a meeting with the country's provinces to work out a national strategy."
"{u'main': u'CANADA.; A Raid in Contemplation--The Thomas Scott Murder in Red River--Return of the Papal Zouaves.', u'kicker': u'1'}","Today's Globe says that the British Minister at Washington has intimated to the Dominion Government that the American Executive has received a warming of a projected raid along the frontier, from Port Huron to St. Albans, to take place on the 15th...",https://query.nytimes.com/gst/abstract.html?res=9B04E5DE143BE63BBC4F53DFB266838B669FDE,"Today's Globe says that the British Minister at Washington has intimated to the Dominion Government that the American Executive has received a warming of a projected raid along the frontier, from Port Huron to St. Albans, to take place on the 15th of April."
"{u'main': u'CANADA.; A Raid in Contemplation--The Thomas Scott Murder in Red River--Return of the Papal Zouaves.', u'kicker': u'1'}","Today's Globe says that the British Minister at Washington has intimated to the Dominion Government that the American Executive has received a warming of a projected raid along the frontier, from Port Huron to St. Albans, to take place on the 15th...",https://query.nytimes.com/gst/abstract.html?res=9B04E5DE143BE63BBC4F53DFB266838B669FDE,"Today's Globe says that the British Minister at Washington has intimated to the Dominion Government that the American Executive has received a warming of a projected raid along the frontier, from Port Huron to St. Albans, to take place on the 15th of April."
"{u'main': u'On Our Radar: Canadian Oil and China', u'kicker': u'Green'}",British Columbia's premier says the environmental costs of the Northern Gateway pipeline project would outstrip any economic benefits....,https://green.blogs.nytimes.com/2012/07/24/on-our-radar-canadian-oil-and-china/,
{u'main': u'Norway and Canada Call for Pact to Protect Atmosphere'},LEAD: The Prime Ministers of Canada and Norway called today for a binding international agreement to protect the atmosphere from pollution....,https://www.nytimes.com/1988/06/28/science/norway-and-canada-call-for-pact-to-protect-atmosphere.html,LEAD: The Prime Ministers of Canada and Norway called today for a binding international agreement to protect the atmosphere from pollution.
"{u'main': u'CANADA', u'kicker': u'CAPTURING THE HOLIDAY SPIRIT'}","This is a special season in much of the world. In some countries Christmas is the centerpiece of the celebration, in others New Year's or Twelfth Night. Following are reports from 15 Times correspondents and bureaus on how the holidays are celebra...",https://www.nytimes.com/1985/12/22/travel/capturing-the-holiday-spirit-canada.html,"This is a special season in much of the world. In some countries Christmas is the centerpiece of the celebration, in others New Year's or Twelfth Night. Following are reports from 15 Times correspondents and bureaus on how the holidays are celebrated in their areas, and tips on how a visitor can join in - or cope with - them."
"{u'main': u'Canadian Town, Already Staggering From Oil Bust, Hit by Wildfires', u'print_headline': u'Canadian Town, Already Staggering From Oil Bust, Hit by Wildfires'}","Fort McMurray, the Canadian oil town engulfed by wildfires, was already crippled by a collapse in crude prices before flames raced into the once-booming city, burning hundreds of homes to the ground and chasing residents into bush camps for safety...",https://www.nytimes.com/reuters/2016/05/04/world/americas/04reuters-canada-wildfire-town.html,"Fort McMurray, the Canadian oil town engulfed by wildfires, was already crippled by a collapse in crude prices before flames raced into the once-booming city, burning hundreds of homes to the ground and chasing residents into bush camps for safety."
"{u'main': u'Canada Today: Questioning a Writer\u2019s Ancestry, Bologna Dogs and the Galloping Gourmet'}","A broad debate about a prominent spokesman for indigenous people, the lowdown on a favorite Newfoundland dish and catching up with Graham Kerr....",https://www.nytimes.com/2017/01/13/world/canada/canada-today-questioning-a-writers-ancestry-bologna-dogs-and-the-galloping-gourmet.html,"A broad debate about a prominent spokesman for indigenous people, the lowdown on a favorite Newfoundland dish and catching up with Graham Kerr."
"{u'main': u'Canada Ratifies Paris Climate Change Deal in Boost for Trudeau', u'print_headline': u'Canada Ratifies Paris Climate Change Deal in Boost for Trudeau'}","Canada's Parliament on Wednesday ratified the Paris agreement to curb climate-warming emissions, bolstering Prime Minister Justin Trudeau's bid to tackle climate change after a decade of inaction by the previous government....",https://www.nytimes.com/reuters/2016/10/05/world/americas/05reuters-climatechange-canada.html,"Canada's Parliament on Wednesday ratified the Paris agreement to curb climate-warming emissions, bolstering Prime Minister Justin Trudeau's bid to tackle climate change after a decade of inaction by the previous government."
"{u'main': u'Sports and Dancing in Poconos -- Festive Days in Atlantic City, Midsouth, Canada', u'kicker': u'1'}","POCONO MOUNTAINS, Pa. -- Snow recently visited the Poconos and provided the region with its first taste of skiing, skating and tobogganing, and in view of this good omen, it is expected that snow sports will highlight the activities of the New Yea...",https://query.nytimes.com/gst/abstract.html?res=9D06E0D9103BEF3ABC4051DFB467838A659EDE,"POCONO MOUNTAINS, Pa. -- Snow recently visited the Poconos and provided the region with its first taste of skiing, skating and tobogganing, and in view of this good omen, it is expected that snow sports will highlight the activities of the New Year's celebrations."
"{u'main': u'British Royal Kids Make Rare Appearance in Canada', u'print_headline': u'British Royal Kids Make Rare Appearance in Canada'}",Princess Charlotte took her first steps in public on Thursday as she and brother Prince George played in a children's party with Prince William and Kate....,https://www.nytimes.com/aponline/2016/09/29/world/ap-cn-canada-royal-tour.html,Princess Charlotte took her first steps in public on Thursday as she and brother Prince George played in a children's party with Prince William and Kate.
