headline,snippet,web_url,lead_paragraph
{u'main': u'World Business Briefing | Americas: Canada: Energy Concerns Plan Venture'},Suncor Energy of Canada and the closely held EHN of Spain are seeking regulatory approval to build a 48 million Canadian dollar ($35 million) wind-power project in southern Alberta. The 30-megawatt Magrath project is expected to generate enough en...,https://www.nytimes.com/2003/05/27/business/world-business-briefing-americas-canada-energy-concerns-plan-venture.html,"Suncor Energy of Canada and the closely held EHN of Spain are seeking regulatory approval to build a 48 million Canadian dollar ($35 million) wind-power project in southern Alberta. The 30-megawatt Magrath project is expected to generate enough energy for about 13,000 homes, Suncor said. Suncor, based in Calgary, applied to the Alberta Energy and Utilities Board to start construction."
"{u'main': u'Canada: Shale Protest Ends in Arrests', u'print_headline': u'Canada: Shale Protest Ends in Arrests', u'content_kicker': u'World Briefing | The Americas'}",The Royal Canadian Mounted Police said Thursday that they had arrested at least 40 people in eastern New Brunswick at a violent protest over shale gas development....,https://www.nytimes.com/2013/10/18/world/americas/canada-shale-protest-ends-in-arrests.html,The Royal Canadian Mounted Police said Thursday that they had arrested at least 40 people in eastern New Brunswick at a violent protest over shale gas development.
{u'main': u'A.E.C. RECALLING AGENT IN CANADA; Liaison Officer Wrote Letter Critical of Ottawa Stand No Formal Protest to U.S. Search of Plane Cited'},"WASHINGTON, Nov. 6-- The Atomic Energy Commission's chief liaison officer with the Canadian Government has been recalled because of a letter he wrote to a Washington...",https://query.nytimes.com/gst/abstract.html?res=9B02E0DE1F30E03BBC4F53DFB7678389679EDE,"WASHINGTON, Nov. 6-- The Atomic Energy Commission's chief liaison officer with the Canadian Government has been recalled because of a letter he wrote to a Washington"
"{u'main': u'PETRO-CANADA IS BUYING NATURAL GAS PRODUCER', u'kicker': u'COMPANY NEWS'}","Petro-Canada said yesterday that it had agreed to buy Prima Energy for $534 million, tapping into the growing production of natural gas in the Rocky Mountains. Stockholders of Prima, based in Denver, will get $39.50 in cash for each share, Petro-C...",https://www.nytimes.com/2004/06/10/business/company-news-petro-canada-is-buying-natural-gas-producer.html,"Petro-Canada said yesterday that it had agreed to buy Prima Energy for $534 million, tapping into the growing production of natural gas in the Rocky Mountains. Stockholders of Prima, based in Denver, will get $39.50 in cash for each share, Petro-Canada said. Petro-Canada, based in Calgary, Alberta, said Prima had no debt and would have $60 million in cash when the purchase closed in late July. The transaction is at least the fourth acquisition of a Denver-based gas producer since April. The purchase will give Petro-Canada proven reserves estimated at 152 billion cubic feet of gas equivalent in a region that the Energy Department predicts will surpass the Gulf of Mexico as the largest domestic source of the fuel in the next decade."
"{u'main': u""A Canadian Union Loosens U.S. Link; A Union In Canada Loosens U.S. Link The 'Canadian Content' Union Growth Found Stagnant New Interest in Independence""}","TORONTO, May 30--On Monday, the Canadian labor union movement will take an important step toward loosening its links with parent unions in the United States....",https://query.nytimes.com/gst/abstract.html?res=9407E7DA123BE732A25752C3A9639C94619FD6CF,"TORONTO, May 30--On Monday, the Canadian labor union movement will take an important step toward loosening its links with parent unions in the United States."
"{u'main': u'Scrapping 2 Costly Reactors, Canada Reopens Aging One', u'print_headline': u'Scrapping 2 Costly Reactors, Canada Reopens Aging One'}","The 51-year-old reactor had been temporarily closed by Canada’s nuclear regulator in November for safety reasons, but two troubled replacement units could not be completed....",https://www.nytimes.com/2008/05/17/business/worldbusiness/17nuke.html,"The 51-year-old reactor had been temporarily closed by Canada’s nuclear regulator in November for safety reasons, but two troubled replacement units could not be completed."
"{u'main': u'Canada: Abu Dhabi Buys Energy Trust', u'kicker': u'World Business Briefing', u'print_headline': u'Canada: Abu Dhabi Buys Energy Trust', u'content_kicker': u'World Business Briefing'}","The Abu Dhabi National Energy Company, the power generator and oil producer controlled by the state of Abu Dhabi in the United Arab Emirates, agreed to buy PrimeWest Energy Trust, of Canada, for about 4 billion Canadian dollars ($4 billion). Prime...",https://www.nytimes.com/2007/09/25/business/worldbusiness/25fobriefs-ABUDHABIBUYS_BRF.html,"The Abu Dhabi National Energy Company, the power generator and oil producer controlled by the state of Abu Dhabi in the United Arab Emirates, agreed to buy PrimeWest Energy Trust, of Canada, for about 4 billion Canadian dollars ($4 billion). PrimeWest, which is based in Calgary, would be Abu Dhabi National’s sixth overseas acquisition since November. The deal would give Abu Dhabi National daily production of oil and gas equivalent of more than 61,000 barrels of oil in Canada and the United States, the companies said. Abu Dhabi National will pay about 26.75 Canadian dollars each for PrimeWest’s outstanding units and exchangeable shares and will assume about 1 billion Canadian dollars in the income trust’s debt."
"{u'main': u'Canada: Suncor Expands in Oil Sands', u'kicker': u'The Americas', u'print_headline': u'Canada: Suncor Expands In Oil Sands', u'content_kicker': u'The Americas'}","In a move that will make it the country’s largest oil sands producer, Suncor Energy said it would spend 20.6 billion Canadian dollars (about the same in American dollars) to expand operations near Fort McMurray, Alberta. The operation will be ab...",https://www.nytimes.com/2008/01/31/business/worldbusiness/31fobriefs-SUNCOREXPAND_BRF.html,"In a move that will make it the country’s largest oil sands producer, Suncor Energy said it would spend 20.6 billion Canadian dollars (about the same in American dollars) to expand operations near Fort McMurray, Alberta. The operation will be able to produce 550,000 barrels of oil a day when completed in 2012. The chief executive of Suncor, Richard L. George, said that with the new project, the company expects to generate a 15 percent return on investment at an oil price of $60 a barrel. The expansion will also allow Suncor to use an underground steam heating process rather than open-pit mining for about half of its tar sands oil production, which will reduce the effect on the environment."
{u'main': u'Gas Pipelines From Canada Win Support'},LEAD: An administrative law judge at the Federal Energy Regulatory Commission yesterday recommended the construction of two natural gas pipelines from Canada that would increase imports of Canadian gas by about 20 percent....,https://www.nytimes.com/1988/12/01/business/gas-pipelines-from-canada-win-support.html,LEAD: An administrative law judge at the Federal Energy Regulatory Commission yesterday recommended the construction of two natural gas pipelines from Canada that would increase imports of Canadian gas by about 20 percent.
"{u'main': u'JARS CONGRESSMEN; Witness Says Russians May Not Know Worth of Knowledge Shown SOVIET SPIES INDICATED Revelations Suggested Linked With Ring in Canada and Briton Who Visited U.S. SECRETS TAPPED, BARUCH BELIEVES'}","WASHINGTON, Feb. 3 -- Bernard M. Baruch was reliably reported tonight to have told the Joint Congressional Committee on Atomic Energy that Russia evidently had tapped United States atomic bomb secrets....",https://query.nytimes.com/gst/abstract.html?res=9A02EEDC163CE13BBC4C53DFB466838C659EDE,"WASHINGTON, Feb. 3 -- Bernard M. Baruch was reliably reported tonight to have told the Joint Congressional Committee on Atomic Energy that Russia evidently had tapped United States atomic bomb secrets."
"{u'main': u""Webb Hails 3-Power Atomic Talks As Forerunner of a 'Partnership'; Acting Secretary of State Says Britain, U. S. and Canada Have Made 'Good Progress' -- Senators Want Hearings Resumed""}","WASHINGTON, Oct. 5 -- The United States, Great Britain and Canada are considering an informal ""partnership"" for the development of atomic energy, the State Department revealed today....",https://query.nytimes.com/gst/abstract.html?res=990DE7DD143BE23BBC4E53DFB6678382659EDE,"WASHINGTON, Oct. 5 -- The United States, Great Britain and Canada are considering an informal ""partnership"" for the development of atomic energy, the State Department revealed today."
"{u'seo': u'Suncor to Buy Petro-Canada for $15 Billion', u'main': u'An Acquisition by Suncor Protects a Canadian Identity in Oil Sands', u'print_headline': u'An Acquisition by Suncor Protects a Canadian Identity in Oil Sands'}","The two companies have heavily invested in expensive oil sands projects, which have drawn criticism as share prices have fallen....",https://www.nytimes.com/2009/03/24/business/worldbusiness/24suncor.html,"The two companies have heavily invested in expensive oil sands projects, which have drawn criticism as share prices have fallen."
"{u'main': u'ATOM RACE LOOMS, U.S. WARNS IN U.N.; Osborn, Answering Russia, Asks Faith in World-Wide Monopoly -- Canada Prods Soviet'}","LAKE SUCCESS, N.Y., April 17 -- Frederick Osborn, deputy United States representative on the United Nations Atomic Energy Commission, warned today that the nations of the world were already traveling the road of atomic rivalries....",https://query.nytimes.com/gst/abstract.html?res=9F06E6D7173CE13BBC4052DFB266838C659EDE,"LAKE SUCCESS, N.Y., April 17 -- Frederick Osborn, deputy United States representative on the United Nations Atomic Energy Commission, warned today that the nations of the world were already traveling the road of atomic rivalries."
"{u'main': u'Canada: Energy Concern Buys Assets', u'kicker': u'World Business Briefing', u'print_headline': u'Canada: Energy Concern Buys Assets', u'content_kicker': u'World Business Briefing'}","BreitBurn Energy Partners is buying natural gas assets in the Midwest from Quicksilver Resources for $1.45 billion, a deal that will cut the stake that BreitBurn’s major shareholder has in the partnership....",https://www.nytimes.com/2007/09/13/business/worldbusiness/13fobriefs-ENERGYCONCER_BRF.html,"BreitBurn Energy Partners is buying natural gas assets in the Midwest from Quicksilver Resources for $1.45 billion, a deal that will cut the stake that BreitBurn’s major shareholder has in the partnership."
"{u'main': u'Canada: Total of France to Buy Oil Sands Concern', u'kicker': u'World Business Briefing | Americas', u'print_headline': u'CANADA: TOTAL OF FRANCE TO BUY OIL SANDS CONCERN', u'content_kicker': u'World Business Briefing | Americas'}",The $471 million purchase will increase Total’s holdings in Canada’s oil sands region and end Synenco’s yearlong search for a buyer....,https://www.nytimes.com/2008/04/29/business/worldbusiness/29fobriefs-TOTALOFFRANC_BRF.html,The $471 million purchase will increase Total’s holdings in Canada’s oil sands region and end Synenco’s yearlong search for a buyer.
"{u'main': u""SAYS U. S. 'ROBS' CANADA; Russian in U. N. Atomic Group Hits at Uranium Prices""}","LAKE SUCCESS, March 22 -- Vassily A. Tarasenko of the Ukraine told the United Nations Atomic Energy Commission today that the United States was buying uranium ore from Canada at such low prices that they amounted to ""robbery.""...",https://query.nytimes.com/gst/abstract.html?res=9A00E1DF133DE03ABC4B51DFB5668382659EDE,"LAKE SUCCESS, March 22 -- Vassily A. Tarasenko of the Ukraine told the United Nations Atomic Energy Commission today that the United States was buying uranium ore from Canada at such low prices that they amounted to ""robbery."""
{u'main': u'CANADA COMBATS SOVIET ATOM PLAN; New U.N. Resolution Declares Proposals Are Inadequate -- Six Back Ottawa View'},"LAKE SUCCESS, N.Y., Aug. 13 -- Seven members of the United Nations Atomic Energy Commission's Committee on Controls -- a clear majority -- lined up today behind a new Canadian move to label the Soviet Union's atomic proposals ""inadequate"" as a bas...",https://query.nytimes.com/gst/abstract.html?res=9B05EEDA1631E13BBC4C52DFBE66838C659EDE,"LAKE SUCCESS, N.Y., Aug. 13 -- Seven members of the United Nations Atomic Energy Commission's Committee on Controls -- a clear majority -- lined up today behind a new Canadian move to label the Soviet Union's atomic proposals ""inadequate"" as a basis for a world-wide control system."
{u'main': u'RUSSIA BLOCKS PLAN FOR ATOMIC REPORT; DISLIKES VETO CURB; Gromyko Asks Time in U.N. Commission as Baruch Moves U.S. Control Proposals VOTE IS EXPECTED FRIDAY Canada Sides With Soviet in Hesitating at Outlawing Big Power Ban on Punishment Time Factor Dominates Baruch Sticks to Friday RUSSIA ASKS DELAY ON ATOMIC REPORT Seeks General Framework For Veto on Punishment Says He Is Surprised'},"LAKE SUCCESS, N.Y., Dec. 17 --The United States moved today for immediate action to do away with the veto in punishing violators of atomic control but was met ......",https://query.nytimes.com/gst/abstract.html?res=9905EED91F3AEE3BBC4052DFB467838D659EDE,"LAKE SUCCESS, N.Y., Dec. 17 --The United States moved today for immediate action to do away with the veto in punishing violators of atomic control but was met ..."
"{u'main': u'In Canada, 2 Oil Giants Said Near Merger Deal', u'print_headline': u'In Canada, 2 Oil Giants Said Near Merger Deal'}","Suncor Energy is in advanced talks to acquire Petro-Canada in a stock-based deal worth $15 billion, sources said....",https://www.nytimes.com/2009/03/23/business/worldbusiness/23deal.html,"Suncor Energy is in advanced talks to acquire Petro-Canada in a stock-based deal worth $15 billion, sources said."
{u'main': u'Producer From U.S. Shelves Oil Sands Project in Canada'},"An ambitious project to extract oil from tar sands at Fort Hills in northern Alberta has been shelved, a Canadian unit of Koch Industries of Kansas said today.    The $2.2 billion project was among a spate of oil sands developments in western Cana...",https://www.nytimes.com/2003/01/15/business/producer-from-us-shelves-oil-sands-project-in-canada.html,"An ambitious project to extract oil from tar sands at Fort Hills in northern Alberta has been shelved, a Canadian unit of Koch Industries of Kansas said today. The $2.2 billion project was among a spate of oil sands developments in western Canada. Alberta's oil sands have recoverable reserves 40 times the size of the estimated reserves of the Arctic National Wildlife Refuge in Alaska, and the region has been seen as a way for the United States to reduce its dependence on overseas oil."
"{u'main': u'WEST TO AIR RIFT ON ATOM IN COUNCIL; U. S., Britain, France, Canada Agree to Full Debate in the Security Body'}","LAKE SUCCESS, N. Y., June 9 -- The Western powers agreed today to bring the atomic control controversy to the floor of the United Nations Security Council and press for approval of the decision to suspend the two-year-old Atomic Energy Commission....",https://query.nytimes.com/gst/abstract.html?res=9A07E1D8153CE23BBC4852DFB0668383659EDE,"LAKE SUCCESS, N. Y., June 9 -- The Western powers agreed today to bring the atomic control controversy to the floor of the United Nations Security Council and press for approval of the decision to suspend the two-year-old Atomic Energy Commission."
"{u'main': u""U.S., Canada Divide Sharply On Immediate Vote on Atom; McNaughton Against 'Precipitous' Decision, Citing Variance in Assembly and Baruch Plans--American Presses Action Plea U.S. AND CANADA AT ODDS ON ATOM Baruch's Anxieties Cited Monopoly on Peace Uses""}","LAKE SUCCESS, N.Y., Dec. 19 --A sharp difference of opinion developed tonight between the Canadian and United States delegations to the United Nations Atomic Energy Commission over the demand by Bernard M. Baruch for immediate acceptance of the ba...",https://query.nytimes.com/gst/abstract.html?res=9A07E1D61F3AEE3BBC4851DFB467838D659EDE,"LAKE SUCCESS, N.Y., Dec. 19 --A sharp difference of opinion developed tonight between the Canadian and United States delegations to the United Nations Atomic Energy Commission over the demand by Bernard M. Baruch for immediate acceptance of the basic principles of the United States plan for internationl atomic control."
{u'main': u'World Business Briefing | Americas: Canada: Uranium Producer Acquired'},"SXR Uranium One agreed to buy UrAsia Energy for $3.1 billion to form the world's second-largest uranium producer as rising demand for nuclear fuel drives prices to records. SXR, owner of South Africa's largest undeveloped uranium deposit, bid 7.05...",https://query.nytimes.com/gst/fullpage.html?res=9D0DE4D61F3FF930A25751C0A9619C8B63,"SXR Uranium One agreed to buy UrAsia Energy for $3.1 billion to form the world's second-largest uranium producer as rising demand for nuclear fuel drives prices to records. SXR, owner of South Africa's largest undeveloped uranium deposit, bid 7.05 Canadian dollars ($6.01) a share for UrAsia, which is based in Vancouver, British Columbia, and owns mines in Central Asia. That was 13 percent more than UrAsia's Feb. 9 closing price in Toronto, the companies said. SXR's stock rose 6.8 percent to a record. The combined company, once all its mines are operating, will trail only Cameco in production and be the only producer in Kazakhstan, South Africa, Australia, the United States and Canada, the five largest holders of uranium deposits."
{u'main': u'CANADA OFFERS U.N. ATOM MINES VIEW; Would Let Commission See Uranium and Thorium Deposits --Action Held Landmark'},"LAKE SUCCESS, N.Y., Oct. 14 --Canada volunteered to give the United Nations a real picture of her uranium and thorium mining today as the Atomic Energy Commission moved into a step-by-step examination of the production of nuclear power....",https://query.nytimes.com/gst/abstract.html?res=9804E6DA1039E23ABC4D52DFB667838D659EDE,"LAKE SUCCESS, N.Y., Oct. 14 --Canada volunteered to give the United Nations a real picture of her uranium and thorium mining today as the Atomic Energy Commission moved into a step-by-step examination of the production of nuclear power."
{u'main': u'CANADA STILL SHIES FROM BARUCH VIEW; Proposes More Amendments to Resolution for Swift Atom Plan Adoption'},"LAKE SUCCESS, N.Y., Dec. 21 --With the United States and Canadian delegations still divided on whether the United Nations Atomic Energy Commission had accepted all the basic points of the Baruch program for international......",https://query.nytimes.com/gst/abstract.html?res=9F07E5DF1631E33ABC4A51DFB467838D659EDE,"LAKE SUCCESS, N.Y., Dec. 21 --With the United States and Canadian delegations still divided on whether the United Nations Atomic Energy Commission had accepted all the basic points of the Baruch program for international..."
"{u'main': u""M'NAUGHTON ON U.N. BOARD; Canada Names Former Army Chief to Atomic Energy Body""}",Named Canadian repr on UN Atomic Energy Comm...,https://query.nytimes.com/gst/abstract.html?res=9D02E6D71039E53ABC4B53DFB266838D659EDE,
"{u'main': u'Canada: Oil Merger Approved', u'print_headline': u'CANADA: OIL MERGER APPROVED', u'content_kicker': u'World Business Briefing | the Americas'}",Shareholders of Petro-Canada and Suncor Energy voted in favor of Suncor’s $22.2 billion Canadian dollar ($20.2 billion) bid to buy Petro-Canada Thursday....,https://www.nytimes.com/2009/06/05/business/global/05fobriefs-suncor.html,Shareholders of Petro-Canada and Suncor Energy voted in favor of Suncor’s $22.2 billion Canadian dollar ($20.2 billion) bid to buy Petro-Canada Thursday.
{u'main': u'World Business Briefing | Americas: Canada: Oil Field Acquisition'},"Canada's seventh-biggest oil company, Talisman Energy, agreed to buy BP's Gyda oil and gas fields in the North Sea for about 111 million Canadian dollars ($82 million) to expand into Norway. The fields have oil and gas reserves equal to more than ...",https://www.nytimes.com/2003/05/20/business/world-business-briefing-americas-canada-oil-field-acquisition.html,"Canada's seventh-biggest oil company, Talisman Energy, agreed to buy BP's Gyda oil and gas fields in the North Sea for about 111 million Canadian dollars ($82 million) to expand into Norway. The fields have oil and gas reserves equal to more than 40 million barrels of oil, Talisman said. The company plans to spend about 241 million Canadian dollars developing the fields, which includes drilling wells."
"{u'main': u""SOVIET HIT ON ATOM; Briton Says West Keeps Bomb Secret in Fear -- Cites Russia's Gains CANADA WILL AMEND PLAN Australia Seeks to Prevent Ending of Commission -- Vote on Question Due Today Briton Scores Russia's Atom Stand; Says West Keeps Bombs in Fear""}","PARIS, Oct. 6 -- Great Britain told the Soviet Union directly today that it was fear of aggression by Moscow that made the Western powers cling to the secrets of the atomic bomb....",https://query.nytimes.com/gst/abstract.html?res=9D04EEDD1E3BE33BBC4F53DFB6678383659EDE,"PARIS, Oct. 6 -- Great Britain told the Soviet Union directly today that it was fear of aggression by Moscow that made the Western powers cling to the secrets of the atomic bomb."
"{u'seo': u'Suncor Energy and Petro-Canada to Merge', u'main': u'In Canada, 2 Oil Giants Agree to Merge', u'print_headline': u'In Canada, 2 Oil Giants Agree to Merge'}",Suncor Energy has agreed to acquire Petro-Canada in an all-stock deal worth about $15 billion....,https://www.nytimes.com/2009/03/24/business/worldbusiness/24deal.html,Suncor Energy has agreed to acquire Petro-Canada in an all-stock deal worth about $15 billion.
"{u'main': u'CANADA, U.S. SEEN IN POWER NETWORK; Quebec Utility Head Tells U.N. Group of Plan to Meet Emergencies'}","LAKE SUCCESS, N.Y., Feb. 9 -- Emergence of a hydro-electric power network covering New York, New England, Ontario and Quebec that in case of emergency could supply power from any part of the network to any other part was forecast today by a Canadi...",https://query.nytimes.com/gst/abstract.html?res=9D02E0D91E3CE03ABC4852DFB4668383659EDE,"LAKE SUCCESS, N.Y., Feb. 9 -- Emergence of a hydro-electric power network covering New York, New England, Ontario and Quebec that in case of emergency could supply power from any part of the network to any other part was forecast today by a Canadian utility executive."
{u'main': u'CANADA ENERGY BILL INTRODUCED'},The Canadian Government took another major step today to carry out its controversial national energy program by introducing what it called an Energy Security Act into the House of Commons.   In an apparent effort to show that the Government is fle...,https://www.nytimes.com/1981/06/23/business/canada-energy-bill-introduced.html,"The Canadian Government took another major step today to carry out its controversial national energy program by introducing what it called an Energy Security Act into the House of Commons. In an apparent effort to show that the Government is flexible, the legislation was presented in draft form for discussion during the summer. After hearing comments from all interested parties, the act will be put into final form for action in the fall."
"{u'main': u""CANADA CONCERN'S ENERGY PUSH""}","For 24 years, the Westcoast Transmission Company has been a sleepy, little-known pipeline concern that moved British Columbia's natural gas within this western Canadian province and delivered much of it to the United States border for export.   We...",https://www.nytimes.com/1981/03/26/business/canada-concern-s-energy-push.html,"For 24 years, the Westcoast Transmission Company has been a sleepy, little-known pipeline concern that moved British Columbia's natural gas within this western Canadian province and delivered much of it to the United States border for export. Westcoast made grand plans for diversification in the early 1970's. But they were lost, along with 800 billion cubic feet of gas, in the underground flooding of one major gas field that washed out one-third of the pipeline company's daily supply. Today, however, with a new president, new supplies of gas, new and aggressive shareholders and some restiveness among its United States customers, Westcoast is casting about for a new corporate role."
{u'main': u'Canada Improves Energy Supply'},"CALGARY, Alberta, March 26  Canada's conventional energy supply improved last year following several years of declines in crude oil reserves and only marginal gains in reserves of natural gas....",https://query.nytimes.com/gst/abstract.html?res=9405E7D81E39E732A25754C2A9659C946890D6CF,"CALGARY, Alberta, March 26 Canada's conventional energy supply improved last year following several years of declines in crude oil reserves and only marginal gains in reserves of natural gas."
