headline,snippet,web_url,lead_paragraph
{u'main': u'Canadian Lawmakers Advance Climate Pact as Discord Grows'},"The House of Commons voted overwhelmingly to ratify the Kyoto climate change protocol today, but widespread disapproval by powerful provincial governments and business groups has called into question whether the agreement will ever be fully put in...",https://www.nytimes.com/2002/12/11/world/canadian-lawmakers-advance-climate-pact-as-discord-grows.html,"The House of Commons voted overwhelmingly to ratify the Kyoto climate change protocol today, but widespread disapproval by powerful provincial governments and business groups has called into question whether the agreement will ever be fully put in place in Canada. Proponents said Canada's ratification was a major step forward for the 1997 treaty. Canada, one of the world's largest producers of carbon dioxide emissions per capita, is one of only a few large polluting countries among about 100 nations to have ratified or moved toward ratification."
"{u'main': u'Obama, Trudeau Mark Better Canada Ties With Climate, Trade Accords', u'print_headline': u'Obama, Trudeau Mark Better Canada Ties With Climate, Trade Accords'}",President Barack Obama and new Canadian Prime Minister Justin Trudeau on Thursday ended a frosty period in bilateral ties by agreeing to tackle climate change and strive to settle a long-lasting trade dispute over Canadian softwood lumber exports....,https://www.nytimes.com/reuters/2016/03/10/us/politics/10reuters-usa-canada.html,President Barack Obama and new Canadian Prime Minister Justin Trudeau on Thursday ended a frosty period in bilateral ties by agreeing to tackle climate change and strive to settle a long-lasting trade dispute over Canadian softwood lumber exports.
{u'main': u'No-Confidence Vote in Canada Threatens U.N. Climate Change Meeting'},"On the same day Canada is to play host to a crucial environmental conference, Prime Minister Paul Martin's Liberal Party government is expected to fall in a no-confidence vote....",https://www.nytimes.com/2005/11/27/international/americas/27canada.html,"Monday was supposed to be the day Canada took the reins of international environmental leadership, playing host to a United Nations climate change conference in Montreal to begin a critical round of negotiations to decide how the world will confront global warming in the coming decades. But now Monday is also the day that Prime Minister Paul Martin's Liberal Party government is expected to fall in a no-confidence vote in the House of Commons. Many of the Canadian cabinet ministers and other members of Parliament who were supposed to attend the conference will now be scurrying to the campaign trail instead."
{u'main': u'A Flow of Cool Canadian Cash Helps the Economic Climate'},"TORONTO--It is entirely possible today that some average New York businessman works in a Manhattan skyscraper owned by Canadians, uses office forms printed by Canadians, grabs lunch in a restaurant owned by Canadians, buys a novel in a Canadian-ow...",https://query.nytimes.com/gst/abstract.html?res=9D00E4DC1F31E432A25754C0A9649D94619FD6CF,"TORONTO--It is entirely possible today that some average New York businessman works in a Manhattan skyscraper owned by Canadians, uses office forms printed by Canadians, grabs lunch in a restaurant owned by Canadians, buys a novel in a Canadian-owned bookstore and rides to and from work in a rail car made by Canadians and powered by electricity from Canada."
"{u'main': u'On Our Radar: Is Canada Retreating From Climate Action?', u'kicker': u'Green'}",A round-up of environmental news....,https://green.blogs.nytimes.com/2012/11/27/on-our-radar-is-canada-retreating-from-climate-action/,
"{u'main': u'Obama, Justin Trudeau and Enrique Pe\xf1a Nieto Focus on Climate, Both Political and Global', u'print_headline': u'Canada Summit Meeting Focuses on Climate, Both Political and Global'}","The three North American leaders met in Ottawa, focusing on climate change and the ripples from Britain’s vote, and disavowed nativist political currents....",https://www.nytimes.com/2016/06/30/world/americas/obama-justin-trudeau-canada-mexico.html,"The three North American leaders met in Ottawa, focusing on climate change and the ripples from Britain’s vote, and disavowed nativist political currents."
"{u'seo': u'Outdoor Skating, a Joy of Winter in Canada, Feels Effects of Changing Climate', u'main': u'Outdoor Skating, Winter\u2019s Joy in Canada, Feels Effects of Changing Climate', u'print_headline': u'Outdoor Skating, Winter&#8217;s Joy in Canada, Feels Effects of Changing Climate'}","This winter on a canal in Ottawa, the weather allowed only 28 skating days, which approached the record for the shortest season: 26 days, set in 2002....",https://www.nytimes.com/2012/03/18/sports/outdoor-skating-a-joy-of-winter-in-canada-feels-effects-of-changing-climate.html,"This winter on a canal in Ottawa, the weather allowed only 28 skating days, which approached the record for the shortest season: 26 days, set in 2002."
"{u'content_kicker': u'Havens | Naramata, British Columbia', u'main': u'A Sandy Beach, a Sunny Climate and Canadian Wine', u'kicker': u'Havens | Naramata, British Columbia', u'print_headline': u'A Sandy Beach, a Sunny Climate and Canadian Wine', u'sub': u'The Scene ;'}","Vineyards, orchards and great weather are luring second-home buyers to Naramata, a British Columbia village 50 miles north of the United States border....",https://www.nytimes.com/2007/04/27/realestate/greathomes/27havens_ready.html,"Vineyards, orchards and great weather are luring second-home buyers to Naramata, a British Columbia village 50 miles north of the United States border."
"{u'main': u""Canada to Tell World It's Serious About Climate Change, Says PM"", u'print_headline': u""Canada to Tell World It's Serious About Climate Change, Says PM""}","Canada will tell a green summit next week that it is finally ready to tackle climate change, Prime Minister Justin Trudeau said on Monday after a meeting with the country's provinces to work out a national strategy....",https://www.nytimes.com/reuters/2015/11/23/world/americas/23reuters-climatechange-summit-canada.html,"Canada will tell a green summit next week that it is finally ready to tackle climate change, Prime Minister Justin Trudeau said on Monday after a meeting with the country's provinces to work out a national strategy."
"{u'main': u'On Keystone and Climate, Bloomberg Presses Obama to Negotiate with Canada Instead of Congress', u'kicker': u'Dot Earth'}",Former Mayor Bloomberg presses Obama to bypass Keystone gridlock by seeking climate progress in Canada....,https://dotearth.blogs.nytimes.com/2015/02/25/on-keystone-and-climate-bloomberg-presses-obama-to-negotiate-with-canada-instead-of-congress/,
"{u'main': u""Of Alberta's Oil Sands and 'Harmonizing' Canadian and U.S. Climate Policy"", u'kicker': u'Green'}","In the run-up to December's global climate change meeting in Copenhagen, fissures are emerging between Canada and the United States over how to deal with the internationally contentious issue of Alberta's vast oil sands projects....",https://green.blogs.nytimes.com/2009/10/26/of-albertas-oil-sands-and-harmonizing-canadian-and-us-climate-policy/,"In the run-up to December's global climate change meeting, fissures are emerging between Canada and the United States over how to deal with the internationally contentious issue of Alberta's vast oil sands projects, which have been responsible for a sharp increase in Canada's greenhouse gas emissions."
"{u'main': u'White House Says Canada Could Do More on Climate Ahead of Paris Talks', u'print_headline': u'White House Says Canada Could Do More on Climate Ahead of Paris Talks'}","The White House said on Tuesday the new Canadian government could do more to address climate change ahead of international negotiations on the issue next month in Paris, a top priority for President Barack Obama in his 15 months remaining in offic...",https://www.nytimes.com/reuters/2015/10/20/us/politics/20reuters-canada-election-whitehouse.html,"The White House said on Tuesday the new Canadian government could do more to address climate change ahead of international negotiations on the issue next month in Paris, a top priority for President Barack Obama in his 15 months remaining in office."
"{u'main': u""Head of Canadian Truce Observers Leaves Saigon; A Wrong Impression The Right Climate' Replacement Sought Big Clash Near Saigon""}","Michel Gauvin, head of the Canadian delegation to the International Commission of Control and Supervision, left Saigon today after having struggled for nearly six months to make the commission an effective peace-keeping organization....",https://query.nytimes.com/gst/abstract.html?res=9403E2DB133DE63ABC4851DFB1668388669EDE,"Michel Gauvin, head of the Canadian delegation to the International Commission of Control and Supervision, left Saigon today after having struggled for nearly six months to make the commission an effective peace-keeping organization."
"{u'main': u'For a Canadian Province, Gas Boom Presents a Conundrum', u'kicker': u'Green Column', u'print_headline': u'Gas Boom May Upend British Columbia Climate Policies', u'content_kicker': u'Green Column'}","When no drilling boom was in sight, British Columbia instituted aggressive climate change policies, but now there are plans to build 13 plants to export natural gas to Asia....",https://www.nytimes.com/2014/05/29/business/energy-environment/for-british-columbia-gas-boom-presents-a-conundrum.html,"When no drilling boom was in sight, British Columbia instituted aggressive climate change policies, but now there are plans to build 13 plants to export natural gas to Asia."
{u'main': u'SAFETY DECREASE IN PLANE IS DENIED; Trans-Canada and Designer of Viscount Lay Changes to American Climate'},"MONTREAL, Dec. 13 (Canadian Press) -- The designer and buyer of a new British airliner said today ""the various modifications made for Trans-Canada Air Lines were almost without exception,"" to insure reliable operations under North American climate...",https://query.nytimes.com/gst/abstract.html?res=9403E2D9173CE03ABC4C52DFB467838F649EDE,"MONTREAL, Dec. 13 (Canadian Press) -- The designer and buyer of a new British airliner said today ""the various modifications made for Trans-Canada Air Lines were almost without exception,"" to insure reliable operations under North American climate conditions."
"{u'main': u""CANADA.; The Soil and Climate of Red River-An Expedition by Way of Hudson Bay The Purchase of the Company's Claims-Welland Canal-Pilot-Boat Lost."", u'kicker': u'1'}","In the Senate Committee on the North-west Territory, Dr. SCHULTZ, the Canadian who recently escaped from Fort Garry, was examined at considerable length in regard to the climate, resources. , of the Red River Territory....",https://query.nytimes.com/gst/abstract.html?res=9406E3DA143BE63BBC4951DFB266838B669FDE,"In the Senate Committee on the North-west Territory, Dr. SCHULTZ, the Canadian who recently escaped from Fort Garry, was examined at considerable length in regard to the climate, resources. , of the Red River Territory."
{u'main': u'AFTER CANADIAN TRADE; Fur Manufacturers Watching Development in the Northwest. Immense Trade in Fur Coats in Prospect -- An Article of Necessity in the Canadian Climate -- American Trade Statistics.'},"""The time is coming, and it is not so far off, either,"" said a large importer of furs the other day, ""when our American manufacturers of furs will invade the Canadian market. Many men in the trade agree that this will happen eventually, but I thin...",https://query.nytimes.com/gst/abstract.html?res=9505EFD61039E333A25750C1A9649D946297D6CF,"""The time is coming, and it is not so far off, either,"" said a large importer of furs the other day, ""when our American manufacturers of furs will invade the Canadian market. Many men in the trade agree that this will happen eventually, but I think that it is coming much faster than many of them imagine."
"{u'main': u""Memories of 1970 Quebec Crisis Raised in Canada Charter Debate; Climate of Fear Recalled Use of Referendums Proposed Denounced as 'Loaded Dice'""}","OTTAWA, Oct. 10--The federal Parliament is debating the constitutional future of Canada just 10 years after one of the most dramatic moments of its history, the Quebec crisis of October 1970, when a handful of extreme nationalists resorted to kidn...",https://query.nytimes.com/gst/abstract.html?res=9B05E2DA1631E732A25752C1A9669D94619FD6CF,"OTTAWA, Oct. 10--The federal Parliament is debating the constitutional future of Canada just 10 years after one of the most dramatic moments of its history, the Quebec crisis of October 1970, when a handful of extreme nationalists resorted to kidnapping and murder to promote independence for the province."
"{u'main': u'REPORTS A NEW PORT FORMED IN THE YUKON; Dominion Engineer Says Climate Has Broken Up Ice Bed, Letting Glacier Bay Into Canada.'}",Says changing climate in Yukon territory makes formation of new ocean port with direct access to sea possible...,https://query.nytimes.com/gst/abstract.html?res=9E00EFDE1339EF32A25756C0A96E9C946495D6CF,
"{u'main': u""NON-BRITISH WHISKY JUST ISN'T, THEY SAY; Six Distillers Sue in Berlin to Prevent German Calling His Product by the Name. HOLD CLIMATE ESSENTIAL Renown of Bourbon and Monongahela, Not to Mention Canadian Sorts, Is Disregarded in Suit.""}","BERLIN, Feb. 4 (AP). -- The contention that real whisky cannot be made anywhere outside the British Isles was made in a Berlin court today....",https://query.nytimes.com/gst/abstract.html?res=980DEEDA113EE333A25756C0A9649C946394D6CF,"BERLIN, Feb. 4 (AP). -- The contention that real whisky cannot be made anywhere outside the British Isles was made in a Berlin court today."
"{u'main': u'TO INSURE AGAINST DROUGHT, A VAST PLAN TAKES SHAPE; The Program for a Belt of Trees Reaching From Canada to Texas Envisages Modification of the Climate of the Great Plains'}","AT the very time when the drought-stricken States of the Middle West are more than ever focusing national attention, a gigantic drought-relief project is being launched by the United States Forest Service -- a forest shelterbelt 100 miles wide and...",https://query.nytimes.com/gst/abstract.html?res=9E0DE3DD1339E33ABC4151DFB166838F629EDE,"AT the very time when the drought-stricken States of the Middle West are more than ever focusing national attention, a gigantic drought-relief project is being launched by the United States Forest Service -- a forest shelterbelt 100 miles wide and extending more than 1,000 miles across the Great Plains from the Canadian border to Texas."
{u'main': u'SOVIET FARMING SEEN IN TROUBLE; Desire for Wheat Supplies Indicates Virtual Chaos in Russian System MANY QUESTIONS RAISED International Ramifications of Deal With Canada May Be Far-Reaching Climate Varies SOVIET FARMING SEEN IN TROUBLE Canadians Happy Shipment Stages'},"Sir Winston Churchill once described Russia in a memorable speech as a ""riddle wrapped in a mystery inside an enigma.""...",https://query.nytimes.com/gst/abstract.html?res=9C03E5D71F31E63ABC4A51DFBF668388679EDE,"Sir Winston Churchill once described Russia in a memorable speech as a ""riddle wrapped in a mystery inside an enigma."""
"{u'main': u'U.S.-CANADA TIES MAY BE WIDENED; Talk of Economic Union is Heard--Climate Set by Huge Sales of Grain Arguments Stronger U.S.-CANADA TIES MAY BE WIDENED Issue Is Tackled Tariff Walls Rising Austerity Ruled Out', u'kicker': u'2'}",Probably the most important and controversial subject confronting Canadian-American relations today is slowly being discussed in larger and larger groups--economic union of the two countries....,https://query.nytimes.com/gst/abstract.html?res=9E07E6D7133CEF3BBC4B52DFB6678388679EDE,Probably the most important and controversial subject confronting Canadian-American relations today is slowly being discussed in larger and larger groups--economic union of the two countries.
"{u'main': u""BRITAIN WILL OFFER LOAN INSTALLMENT TO U.S. AND CANADA; Decides to Meet $174,000,000 in Full Despite Continuing Drain on Gold Reserves CHURCHILL GESTURE SEEN Improving 'Climate' for Talks Is Held Aim Washington Maps Replies to Briton Reserves Drop Rapidly BRITAIN WILL OFFER LOAN INSTALLMENT Eden to Confer With Pleven""}","LONDON, Dec. 12 In spite of the serious loss of gold and dollars that Britain has incurred this year there is every indication that she will offer to pay in full the first installments due at the end of this year on loans from the United States an...",https://query.nytimes.com/gst/abstract.html?res=9B00E4D6163EE63BBC4B52DFB467838A649EDE,"LONDON, Dec. 12 In spite of the serious loss of gold and dollars that Britain has incurred this year there is every indication that she will offer to pay in full the first installments due at the end of this year on loans from the United States and Canada."
"{u'main': u'THREE ECONOMIC AREAS FIXED FOR THE FUTURE; Measured in Terms of Coal, Iron, Climate and Soil, Only Two Parts of the Earth Can Compare With Our Own in Factors Favorable for Development Limitations in Asia. Handicaps for Japan. Canada Well Endowed. The European Situation. THE MAJOR ECONOMIC AREAS ARE FIXED FOR ALL THE WORLD'}",THE public attention now being given to the state of industry in this country suggests that  it may be timely to inquire into present and possible future industrial developments elsewhere....,https://query.nytimes.com/gst/abstract.html?res=980DE6DA1F39E03ABC4B52DFB266838B629EDE,THE public attention now being given to the state of industry in this country suggests that it may be timely to inquire into present and possible future industrial developments elsewhere.
"{u'main': u'When Canadian Scientists Were Muzzled by Their Government', u'kicker': u'Op-Ed Contributor', u'print_headline': u'When Canada Muzzled Science', u'content_kicker': u'Op-Ed Contributor'}",American scientists should learn from their northern neighbors. Reject interference. Stay vigilant. Stay scientists....,https://www.nytimes.com/2017/02/14/opinion/when-canadian-scientists-were-muzzled-by-their-government.html,American scientists should learn from their northern neighbors. Reject interference. Stay vigilant. Stay scientists.
"{u'main': u'Canada: Ontario to Protect Forest', u'print_headline': u'Canada: Ontario To Protect Forest', u'content_kicker': u'World Briefing | the Americas'}",The Ontario provincial government said it would conserve a huge swath of its forest to protect polar bears and other animals and help fight climate change....,https://www.nytimes.com/2008/07/15/world/americas/15briefs-ONTARIOTOPRO_BRF.html,The Ontario provincial government said it would conserve a huge swath of its forest to protect polar bears and other animals and help fight climate change.
"{u'main': u'Shell Sells Canadian Oil Sands, Ties Bonuses to Emissions Cuts', u'print_headline': u'Shell Sells Canadian Oil Sands, Ties Bonuses to Emissions Cuts'}","Royal Dutch Shell has agreed to sell most of its Canadian oil sands assets for $8.5 billion (6.98 billion pounds), the latest international oil major to withdraw from the costly and carbon-heavy projects....",https://www.nytimes.com/reuters/2017/03/09/business/09reuters-shell-divestiture-cdn-natural-rsc.html,"Royal Dutch Shell has agreed to sell most of its Canadian oil sands assets for $8.5 billion (6.98 billion pounds), the latest international oil major to withdraw from the costly and carbon-heavy projects."
"{u'main': u'US and Canadian Scientists to Study Cross-Border Flooding', u'print_headline': u'US and Canadian Scientists to Study Cross-Border Flooding'}","U.S. and Canadian scientists are planning to spend the next five years studying flooding on Lake Champlain and the Richelieu River, which drains the lake north into Quebec, and whether methods can be developed to control future flooding....",https://www.nytimes.com/aponline/2017/03/04/us/ap-us-international-flood-control-.html,"U.S. and Canadian scientists are planning to spend the next five years studying flooding on Lake Champlain and the Richelieu River, which drains the lake north into Quebec, and whether methods can be developed to control future flooding."
"{u'main': u'TEA CULTURE IN CANADA.', u'kicker': u'1'}","Prof. St. Andrews of the central experimental farm, proposes trying some experiments with a hardy variety of tea grown in Japan, and which, it is hoped, may prove successful in this region, as the northern part of Japan has a climate about as cold...",https://query.nytimes.com/gst/abstract.html?res=9D03E0D61338E533A2575AC0A9679C94699FD7CF,"Prof. St. Andrews of the central experimental farm, proposes trying some experiments with a hardy variety of tea grown in Japan, and which, it is hoped, may prove successful in this region, as the northern part of Japan has a climate about as cold as that of the Ottawa Valley."
"{u'main': u'What Canada Now Expects of Kipling.', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9D07EFDE1430E132A25753C2A9639C94689ED7CF,
"{u'main': u'Justin Trudeau to Attend the Broadway Musical \u2018Come From Away\u2019', u'print_headline': u'Prime Minister to See Canadian Broadway Musical'}","The production, written by Canadians, is about a town in Newfoundland that embraced air travelers who were stranded there after the Sept. 11 attacks....",https://www.nytimes.com/2017/03/04/theater/justin-trudeau-broadway-musical-come-from-away.html,"The production, written by Canadians, is about a town in Newfoundland that embraced air travelers who were stranded there after the Sept. 11 attacks."
"{u'main': u'Canada Today: Back Home, a Hidden Harvest and Water Worries', u'print_headline': u'Canada Today: Back Home, a Hidden Harvest and Water Worries'}",Finding people whose personal stories could illustrate a larger issue for an article about Toronto’s runaway house prices was a challenge....,https://www.nytimes.com/2017/03/17/world/canada/canada-today-back-home-a-hidden-harvest-and-water-worries.html,Finding people whose personal stories could illustrate a larger issue for an article about Toronto’s runaway house prices was a challenge.
"{u'main': u'From the Fire Hose: Warming Slowdown, Deep-Ocean Waves, Canadian Crude Inferno', u'kicker': u'Dot Earth'}",An in-depth analysis of the recent slowdown in global warming finds lots of theories and few firm facts....,https://dotearth.blogs.nytimes.com/2013/09/11/more-on-warming-slowdown-mislabeled-crude-in-canadian-train-inferno/,
"{u'main': u'Canadians Fear Trump\u2019s Budget Will Devastate Great Lakes', u'print_headline': u'In Canada, Dismay Over U.S. Proposal to Cut Funds to Clean Up the Great Lakes'}",The mayor of a city in Ontario was blunt: “What good is it having lower taxes when you can’t drink the water?”...,https://www.nytimes.com/2017/03/16/world/canada/trump-budget-canada-great-lakes.html,The mayor of a city in Ontario was blunt: “What good is it having lower taxes when you can’t drink the water?”
"{u'main': u'US President Helps Fuel Surge in Mexican Tourism to Canada', u'print_headline': u'US President Helps Fuel Surge in Mexican Tourism to Canada'}",President Donald Trump loomed large in the mind of Mexico City plastic surgeon Rodrigo Munoz as he was deciding where to go for a winter ski vacation....,https://www.nytimes.com/aponline/2017/03/14/world/americas/ap-cn-canada-mexicans-welcome.html,President Donald Trump loomed large in the mind of Mexico City plastic surgeon Rodrigo Munoz as he was deciding where to go for a winter ski vacation.
"{u'main': u'Canada: Environment Minister Loses Portfolio', u'kicker': u'World Briefing  | Americas', u'print_headline': u'Canada: Environment Minister Loses Portfolio', u'content_kicker': u'World Briefing  | Americas'}","Prime Minister Stephen Harper shuffled his cabinet in anticipation of a possible election this year. The main move was the removal of Rona Ambrose, left, as environment minister after months of condemnation. Clean air and climate change are likely...",https://www.nytimes.com/2007/01/05/world/americas/05briefs-canadaenvironment.html,"Prime Minister Stephen Harper shuffled his cabinet in anticipation of a possible election this year. The main move was the removal of Rona Ambrose, left, as environment minister after months of condemnation. Clean air and climate change are likely to be major issues in the next national election, with the opposition Liberal Party now led by a former environment minister, Stéphane Dion. Ms. Ambrose was replaced by John Baird, who had been head of the Treasury Board. She is now intergovernmental affairs minister."
"{u'main': u'NEW ARCHBISHOP FOR CANADA.; Mgr. Sbarretti, Now in Washington, Considered Most Likely Candidate.', u'kicker': u'1'}",,https://query.nytimes.com/gst/abstract.html?res=9506EEDA1E3DEE32A25755C1A9679D946397D6CF,
{u'main': u'World Briefing | Americas: Canada: Making Kyoto Pact Official'},"Canada formally ratified the Kyoto Protocol, the climate treaty rejected last year by the Bush administration but accepted by almost all other industrial powers. The treaty, once enacted, will require participating industrialized countries by 2012...",https://www.nytimes.com/2002/12/18/world/world-briefing-americas-canada-making-kyoto-pact-official.html,"Canada formally ratified the Kyoto Protocol, the climate treaty rejected last year by the Bush administration but accepted by almost all other industrial powers. The treaty, once enacted, will require participating industrialized countries by 2012 to reduce emissions of heat-trapping greenhouse gases below levels measured in 1990. Canadians voiced strong support for the treaty in opinion polls, but provinces with significant reserves of coal and oil, notably Alberta, opposed it. Those fuels are the dominant source of carbon dioxide, the main greenhouse gas. Andrew C. Revkin (NYT)"
